374,247,0,0,0.0
375,258,1,11,11.045361017187261
375,264,0,6,6.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
375,264,0,0,0.0
378,267,3,3,4.242640687119285
385,271,7,4,8.06225774829855
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
385,271,0,0,0.0
