640,360,4294966000,161,4294966000.000003,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
640,360,0,0,0.0,0,0,0,0,0,0
