234,494,0,0,0.0,0,0,0,0
234,494,0,0,0.0,0,0,0,0
234,494,0,0,0.0,0,0,0,0
234,494,0,0,0.0,0,0,0,0
234,494,0,0,0.0,0,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
234,494,0,0,0.0,1,0,0,0
