623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
623,564,0,0,0.0
624,558,1,6,6.082762530298219
645,535,21,23,31.144823004794873
734,241,89,294,307.17584540455
748,90,14,151,151.64761785138597
741,74,7,16,17.46424919657298
734,63,7,11,13.038404810405298
735,88,1,25,25.019992006393608
735,92,0,4,4.0
735,92,0,0,0.0
735,92,0,0,0.0
735,92,0,0,0.0
735,92,0,0,0.0
728,112,7,20,21.18962010041709
714,147,14,35,37.69615364994153
714,147,0,0,0.0
