630,233,4294966029,152,4294966029.000003,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
630,233,0,0,0.0,0,0,0,0,0
628,232,0,0,0.0,0,0,0,0,0
619,227,0,0,0.0,0,0,0,0,0
603,223,0,0,0.0,0,0,0,0,0
583,219,0,0,0.0,0,0,0,0,0
561,217,0,0,0.0,0,0,0,0,0
540,217,0,0,0.0,0,0,0,0,0
522,217,0,0,0.0,0,0,0,0,0
505,220,0,0,0.0,0,0,0,0,0
491,224,0,0,0.0,0,0,0,0,0
480,228,0,0,0.0,0,0,0,0,0
472,233,0,0,0.0,0,0,0,0,0
466,236,0,0,0.0,0,0,0,0,0
464,241,0,0,0.0,0,0,0,0,0
462,245,0,0,0.0,0,0,0,0,0
462,250,0,0,0.0,0,0,0,0,0
463,259,0,0,0.0,0,0,0,0,0
467,268,0,0,0.0,0,0,0,0,0
472,281,0,0,0.0,0,0,0,0,0
479,294,0,0,0.0,0,0,0,0,0
489,311,0,0,0.0,0,0,0,0,0
498,326,0,0,0.0,0,0,0,0,0
510,343,0,0,0.0,0,0,0,0,0
523,360,0,0,0.0,0,0,0,0,0
535,378,0,0,0.0,0,0,0,0,0
548,396,0,0,0.0,0,0,0,0,0
559,412,0,0,0.0,0,0,0,0,0
570,428,0,0,0.0,0,0,0,0,0
578,442,0,0,0.0,0,0,0,0,0
586,454,0,0,0.0,0,0,0,0,0
591,465,0,0,0.0,0,0,0,0,0
